"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V78","V79","V81","V82","V83","V85","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V105","V106","V107","V108","V109","V110","V113","V114","V115","V116","V118","V119","V120","V121","V122","V123","V124","V125","V127","V128","V129","V130","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V147","V148","V149","V150","V152","V154","V155","V156","V157","V158","V159","V160","V162","V163","V164","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V177","V178","V179","V180","V181","V182","V187","V189","V190","V191","V194","V196","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V215","V216","V217","V218","V219","V221","V222","V223","V225","V226","V227","V228","V231","V234","V236","V237","V238","V239","V241","V242","V243","V244","V246","V247","V248","V249","V252","V254","V257","V259","V262","V263","V264","V266","V270","V272","V273","V280","V281","V283","V284","V286","V297","V298","V300","V302","V307","V308","V309","V310","V311","V321","V328","V332","V333","V334","V341","V343","V348","V349","V351","V354","V356","V364","V370","V372","V373","V374","V375","V376","V378","V380","V384","V385","V387","V393","V394","V395","V396","V399","V401","V410","V414","V426","V428","V442","V447","V459","V460","V464"
"172",20,20,19,19,20,22,23,23,22,22,17,19,19,19,20,20,17,18,18,17,18,18,15,18,19,19,19,21,21,21,21,20,21,21,21,21,21,18,19,19,18,20,20,21,22,22,22,22,21,16,16,16,16,15,15,12,15,16,17,19,19,20,22,22,23,24,24,22,16,16,15,15,16,18,17,16,20,19,20,23,25,26,26,23,24,24,20,23,23,23,23,22,23,24,25,25,18,21,22,22,20,21,24,24,24,23,24,27,29,29,29,30,30,27,27,17,19,20,20,19,17,11,14,14,14,16,16,16,17,17,15,15,15,15,15,16,16,16,8,10,10,10,11,12,12,7,7,9,9,10,11,11,3,2,0,6,6,7,8,7,8,9,9,10,12,10,11,12,12,11,14,14,11,12,14,14,14,17,17,16,16,17,17,12,15,16,16,13,15,18,18,17,16,17,18,19,17,13,16,16,16,16,17,18,19,19,13,13,14,15,15,16,16,14,16,16,18,17,18,18,19,20,20,17,19,20,20,20,16,18,21,21,21,21,21,22,15,20,20,20,21,20,21,22,23,23,20,23,22,22,23,24,24,19,20,21,24,24,22,25,18,19,19,20,20,23,20,13,14,16,20,21,20,14
"173",20,20,19,19,20,22,23,23,22,22,17,19,19,19,20,20,17,18,18,17,18,18,15,18,19,19,19,21,21,21,21,20,21,21,21,21,21,18,19,19,18,20,20,21,22,22,22,22,21,16,16,16,16,15,15,12,15,16,17,19,19,20,22,22,23,24,24,22,16,16,15,15,16,18,17,16,20,19,20,23,25,26,26,23,24,24,20,23,23,23,23,22,23,24,25,25,18,21,22,22,20,21,24,24,24,23,24,27,29,29,29,30,30,27,27,17,19,20,20,19,17,11,14,14,14,16,16,16,17,17,15,15,15,15,15,16,16,16,8,10,10,10,11,12,12,7,7,9,9,10,11,11,5,6,6,0,2,5,6,5,6,7,7,10,12,10,11,12,12,11,14,14,11,12,14,14,14,17,17,16,16,17,17,12,15,16,16,13,15,18,18,17,16,17,18,19,17,13,16,16,16,16,17,18,19,19,13,13,14,15,15,16,16,14,16,16,18,17,18,18,19,20,20,17,19,20,20,20,16,18,21,21,21,21,21,22,15,20,20,20,21,20,21,22,23,23,20,23,22,22,23,24,24,19,20,21,24,24,22,25,18,19,19,20,20,23,20,13,14,16,20,21,20,14
"174",20,20,19,19,20,22,23,23,22,22,17,19,19,19,20,20,17,18,18,17,18,18,15,18,19,19,19,21,21,21,21,20,21,21,21,21,21,18,19,19,18,20,20,21,22,22,22,22,21,16,16,16,16,15,15,12,15,16,17,19,19,20,22,22,23,24,24,22,16,16,15,15,16,18,17,16,20,19,20,23,25,26,26,23,24,24,20,23,23,23,23,22,23,24,25,25,18,21,22,22,20,21,24,24,24,23,24,27,29,29,29,30,30,27,27,17,19,20,20,19,17,11,14,14,14,16,16,16,17,17,15,15,15,15,15,16,16,16,8,10,10,10,11,12,12,7,7,9,9,10,11,11,5,6,6,2,0,5,6,5,6,7,7,10,12,10,11,12,12,11,14,14,11,12,14,14,14,17,17,16,16,17,17,12,15,16,16,13,15,18,18,17,16,17,18,19,17,13,16,16,16,16,17,18,19,19,13,13,14,15,15,16,16,14,16,16,18,17,18,18,19,20,20,17,19,20,20,20,16,18,21,21,21,21,21,22,15,20,20,20,21,20,21,22,23,23,20,23,22,22,23,24,24,19,20,21,24,24,22,25,18,19,19,20,20,23,20,13,14,16,20,21,20,14
"175",21,21,20,20,21,23,24,24,23,23,18,20,20,20,21,21,18,19,19,18,19,19,16,19,20,20,20,22,22,22,22,21,22,22,22,22,22,19,20,20,19,21,21,22,23,23,23,23,22,17,17,17,17,16,16,13,16,17,18,20,20,21,23,23,24,25,25,23,17,17,16,16,17,19,18,17,21,20,21,24,26,27,27,24,25,25,21,24,24,24,24,23,24,25,26,26,19,22,23,23,21,22,25,25,25,24,25,28,30,30,30,31,31,28,28,18,20,21,21,20,18,12,15,15,15,17,17,17,18,18,16,16,16,16,16,17,17,17,9,11,11,11,12,13,13,8,8,10,10,11,12,12,6,7,7,5,5,0,3,4,5,6,6,11,13,11,12,13,13,12,15,15,12,13,15,15,15,18,18,17,17,18,18,13,16,17,17,14,16,19,19,18,17,18,19,20,18,14,17,17,17,17,18,19,20,20,14,14,15,16,16,17,17,15,17,17,19,18,19,19,20,21,21,18,20,21,21,21,17,19,22,22,22,22,22,23,16,21,21,21,22,21,22,23,24,24,21,24,23,23,24,25,25,20,21,22,25,25,23,26,19,20,20,21,21,24,21,14,15,17,21,22,21,15
"177",22,22,21,21,22,24,25,25,24,24,19,21,21,21,22,22,19,20,20,19,20,20,17,20,21,21,21,23,23,23,23,22,23,23,23,23,23,20,21,21,20,22,22,23,24,24,24,24,23,18,18,18,18,17,17,14,17,18,19,21,21,22,24,24,25,26,26,24,18,18,17,17,18,20,19,18,22,21,22,25,27,28,28,25,26,26,22,25,25,25,25,24,25,26,27,27,20,23,24,24,22,23,26,26,26,25,26,29,31,31,31,32,32,29,29,19,21,22,22,21,19,13,16,16,16,18,18,18,19,19,17,17,17,17,17,18,18,18,10,12,12,12,13,14,14,9,9,11,11,12,13,13,7,8,8,6,6,3,0,5,6,7,7,12,14,12,13,14,14,13,16,16,13,14,16,16,16,19,19,18,18,19,19,14,17,18,18,15,17,20,20,19,18,19,20,21,19,15,18,18,18,18,19,20,21,21,15,15,16,17,17,18,18,16,18,18,20,19,20,20,21,22,22,19,21,22,22,22,18,20,23,23,23,23,23,24,17,22,22,22,23,22,23,24,25,25,22,25,24,24,25,26,26,21,22,23,26,26,24,27,20,21,21,22,22,25,22,15,16,18,22,23,22,16
"178",21,21,20,20,21,23,24,24,23,23,18,20,20,20,21,21,18,19,19,18,19,19,16,19,20,20,20,22,22,22,22,21,22,22,22,22,22,19,20,20,19,21,21,22,23,23,23,23,22,17,17,17,17,16,16,13,16,17,18,20,20,21,23,23,24,25,25,23,17,17,16,16,17,19,18,17,21,20,21,24,26,27,27,24,25,25,21,24,24,24,24,23,24,25,26,26,19,22,23,23,21,22,25,25,25,24,25,28,30,30,30,31,31,28,28,18,20,21,21,20,18,12,15,15,15,17,17,17,18,18,16,16,16,16,16,17,17,17,9,11,11,11,12,13,13,8,8,10,10,11,12,12,6,7,7,5,5,4,5,0,3,4,4,11,13,11,12,13,13,12,15,15,12,13,15,15,15,18,18,17,17,18,18,13,16,17,17,14,16,19,19,18,17,18,19,20,18,14,17,17,17,17,18,19,20,20,14,14,15,16,16,17,17,15,17,17,19,18,19,19,20,21,21,18,20,21,21,21,17,19,22,22,22,22,22,23,16,21,21,21,22,21,22,23,24,24,21,24,23,23,24,25,25,20,21,22,25,25,23,26,19,20,20,21,21,24,21,14,15,17,21,22,21,15
"179",22,22,21,21,22,24,25,25,24,24,19,21,21,21,22,22,19,20,20,19,20,20,17,20,21,21,21,23,23,23,23,22,23,23,23,23,23,20,21,21,20,22,22,23,24,24,24,24,23,18,18,18,18,17,17,14,17,18,19,21,21,22,24,24,25,26,26,24,18,18,17,17,18,20,19,18,22,21,22,25,27,28,28,25,26,26,22,25,25,25,25,24,25,26,27,27,20,23,24,24,22,23,26,26,26,25,26,29,31,31,31,32,32,29,29,19,21,22,22,21,19,13,16,16,16,18,18,18,19,19,17,17,17,17,17,18,18,18,10,12,12,12,13,14,14,9,9,11,11,12,13,13,7,8,8,6,6,5,6,3,0,3,3,12,14,12,13,14,14,13,16,16,13,14,16,16,16,19,19,18,18,19,19,14,17,18,18,15,17,20,20,19,18,19,20,21,19,15,18,18,18,18,19,20,21,21,15,15,16,17,17,18,18,16,18,18,20,19,20,20,21,22,22,19,21,22,22,22,18,20,23,23,23,23,23,24,17,22,22,22,23,22,23,24,25,25,22,25,24,24,25,26,26,21,22,23,26,26,24,27,20,21,21,22,22,25,22,15,16,18,22,23,22,16
"180",23,23,22,22,23,25,26,26,25,25,20,22,22,22,23,23,20,21,21,20,21,21,18,21,22,22,22,24,24,24,24,23,24,24,24,24,24,21,22,22,21,23,23,24,25,25,25,25,24,19,19,19,19,18,18,15,18,19,20,22,22,23,25,25,26,27,27,25,19,19,18,18,19,21,20,19,23,22,23,26,28,29,29,26,27,27,23,26,26,26,26,25,26,27,28,28,21,24,25,25,23,24,27,27,27,26,27,30,32,32,32,33,33,30,30,20,22,23,23,22,20,14,17,17,17,19,19,19,20,20,18,18,18,18,18,19,19,19,11,13,13,13,14,15,15,10,10,12,12,13,14,14,8,9,9,7,7,6,7,4,3,0,2,13,15,13,14,15,15,14,17,17,14,15,17,17,17,20,20,19,19,20,20,15,18,19,19,16,18,21,21,20,19,20,21,22,20,16,19,19,19,19,20,21,22,22,16,16,17,18,18,19,19,17,19,19,21,20,21,21,22,23,23,20,22,23,23,23,19,21,24,24,24,24,24,25,18,23,23,23,24,23,24,25,26,26,23,26,25,25,26,27,27,22,23,24,27,27,25,28,21,22,22,23,23,26,23,16,17,19,23,24,23,17
"181",23,23,22,22,23,25,26,26,25,25,20,22,22,22,23,23,20,21,21,20,21,21,18,21,22,22,22,24,24,24,24,23,24,24,24,24,24,21,22,22,21,23,23,24,25,25,25,25,24,19,19,19,19,18,18,15,18,19,20,22,22,23,25,25,26,27,27,25,19,19,18,18,19,21,20,19,23,22,23,26,28,29,29,26,27,27,23,26,26,26,26,25,26,27,28,28,21,24,25,25,23,24,27,27,27,26,27,30,32,32,32,33,33,30,30,20,22,23,23,22,20,14,17,17,17,19,19,19,20,20,18,18,18,18,18,19,19,19,11,13,13,13,14,15,15,10,10,12,12,13,14,14,8,9,9,7,7,6,7,4,3,2,0,13,15,13,14,15,15,14,17,17,14,15,17,17,17,20,20,19,19,20,20,15,18,19,19,16,18,21,21,20,19,20,21,22,20,16,19,19,19,19,20,21,22,22,16,16,17,18,18,19,19,17,19,19,21,20,21,21,22,23,23,20,22,23,23,23,19,21,24,24,24,24,24,25,18,23,23,23,24,23,24,25,26,26,23,26,25,25,26,27,27,22,23,24,27,27,25,28,21,22,22,23,23,26,23,16,17,19,23,24,23,17
"182",18,18,17,17,18,20,21,21,20,20,15,17,17,17,18,18,15,16,16,15,16,16,13,16,17,17,17,19,19,19,19,18,19,19,19,19,19,16,17,17,16,18,18,19,20,20,20,20,19,14,14,14,14,13,13,10,13,14,15,17,17,18,20,20,21,22,22,20,14,14,13,13,14,16,15,14,18,17,18,21,23,24,24,21,22,22,18,21,21,21,21,20,21,22,23,23,16,19,20,20,18,19,22,22,22,21,22,25,27,27,27,28,28,25,25,15,17,18,18,17,15,9,12,12,12,14,14,14,15,15,13,13,13,13,13,14,14,14,8,10,10,10,11,12,12,9,9,11,11,12,13,13,9,10,10,10,10,11,12,11,12,13,13,0,6,6,7,8,8,7,10,10,9,10,12,12,12,15,15,14,14,15,15,10,13,14,14,11,13,16,16,15,14,15,16,17,15,11,14,14,14,14,15,16,17,17,11,11,12,13,13,14,14,12,14,14,16,15,16,16,17,18,18,15,17,18,18,18,14,16,19,19,19,19,19,20,13,18,18,18,19,18,19,20,21,21,18,21,20,20,21,22,22,17,18,19,22,22,20,23,16,17,17,18,18,21,18,11,12,14,18,19,18,12
"187",20,20,19,19,20,22,23,23,22,22,17,19,19,19,20,20,17,18,18,17,18,18,15,18,19,19,19,21,21,21,21,20,21,21,21,21,21,18,19,19,18,20,20,21,22,22,22,22,21,16,16,16,16,15,15,12,15,16,17,19,19,20,22,22,23,24,24,22,16,16,15,15,16,18,17,16,20,19,20,23,25,26,26,23,24,24,20,23,23,23,23,22,23,24,25,25,18,21,22,22,20,21,24,24,24,23,24,27,29,29,29,30,30,27,27,17,19,20,20,19,17,11,14,14,14,16,16,16,17,17,15,15,15,15,15,16,16,16,10,12,12,12,13,14,14,11,11,13,13,14,15,15,11,12,12,12,12,13,14,13,14,15,15,6,0,8,9,10,10,9,12,12,11,12,14,14,14,17,17,16,16,17,17,12,15,16,16,13,15,18,18,17,16,17,18,19,17,13,16,16,16,16,17,18,19,19,13,13,14,15,15,16,16,14,16,16,18,17,18,18,19,20,20,17,19,20,20,20,16,18,21,21,21,21,21,22,15,20,20,20,21,20,21,22,23,23,20,23,22,22,23,24,24,19,20,21,24,24,22,25,18,19,19,20,20,23,20,13,14,16,20,21,20,14
"189",18,18,17,17,18,20,21,21,20,20,15,17,17,17,18,18,15,16,16,15,16,16,13,16,17,17,17,19,19,19,19,18,19,19,19,19,19,16,17,17,16,18,18,19,20,20,20,20,19,14,14,14,14,13,13,10,13,14,15,17,17,18,20,20,21,22,22,20,14,14,13,13,14,16,15,14,18,17,18,21,23,24,24,21,22,22,18,21,21,21,21,20,21,22,23,23,16,19,20,20,18,19,22,22,22,21,22,25,27,27,27,28,28,25,25,15,17,18,18,17,15,9,12,12,12,14,14,14,15,15,13,13,13,13,13,14,14,14,8,10,10,10,11,12,12,9,9,11,11,12,13,13,9,10,10,10,10,11,12,11,12,13,13,6,8,0,3,4,6,5,8,8,9,10,12,12,12,15,15,14,14,15,15,10,13,14,14,11,13,16,16,15,14,15,16,17,15,11,14,14,14,14,15,16,17,17,11,11,12,13,13,14,14,12,14,14,16,15,16,16,17,18,18,15,17,18,18,18,14,16,19,19,19,19,19,20,13,18,18,18,19,18,19,20,21,21,18,21,20,20,21,22,22,17,18,19,22,22,20,23,16,17,17,18,18,21,18,11,12,14,18,19,18,12
"190",19,19,18,18,19,21,22,22,21,21,16,18,18,18,19,19,16,17,17,16,17,17,14,17,18,18,18,20,20,20,20,19,20,20,20,20,20,17,18,18,17,19,19,20,21,21,21,21,20,15,15,15,15,14,14,11,14,15,16,18,18,19,21,21,22,23,23,21,15,15,14,14,15,17,16,15,19,18,19,22,24,25,25,22,23,23,19,22,22,22,22,21,22,23,24,24,17,20,21,21,19,20,23,23,23,22,23,26,28,28,28,29,29,26,26,16,18,19,19,18,16,10,13,13,13,15,15,15,16,16,14,14,14,14,14,15,15,15,9,11,11,11,12,13,13,10,10,12,12,13,14,14,10,11,11,11,11,12,13,12,13,14,14,7,9,3,0,3,7,6,9,9,10,11,13,13,13,16,16,15,15,16,16,11,14,15,15,12,14,17,17,16,15,16,17,18,16,12,15,15,15,15,16,17,18,18,12,12,13,14,14,15,15,13,15,15,17,16,17,17,18,19,19,16,18,19,19,19,15,17,20,20,20,20,20,21,14,19,19,19,20,19,20,21,22,22,19,22,21,21,22,23,23,18,19,20,23,23,21,24,17,18,18,19,19,22,19,12,13,15,19,20,19,13
"191",20,20,19,19,20,22,23,23,22,22,17,19,19,19,20,20,17,18,18,17,18,18,15,18,19,19,19,21,21,21,21,20,21,21,21,21,21,18,19,19,18,20,20,21,22,22,22,22,21,16,16,16,16,15,15,12,15,16,17,19,19,20,22,22,23,24,24,22,16,16,15,15,16,18,17,16,20,19,20,23,25,26,26,23,24,24,20,23,23,23,23,22,23,24,25,25,18,21,22,22,20,21,24,24,24,23,24,27,29,29,29,30,30,27,27,17,19,20,20,19,17,11,14,14,14,16,16,16,17,17,15,15,15,15,15,16,16,16,10,12,12,12,13,14,14,11,11,13,13,14,15,15,11,12,12,12,12,13,14,13,14,15,15,8,10,4,3,0,8,7,10,10,11,12,14,14,14,17,17,16,16,17,17,12,15,16,16,13,15,18,18,17,16,17,18,19,17,13,16,16,16,16,17,18,19,19,13,13,14,15,15,16,16,14,16,16,18,17,18,18,19,20,20,17,19,20,20,20,16,18,21,21,21,21,21,22,15,20,20,20,21,20,21,22,23,23,20,23,22,22,23,24,24,19,20,21,24,24,22,25,18,19,19,20,20,23,20,13,14,16,20,21,20,14
"194",20,20,19,19,20,22,23,23,22,22,17,19,19,19,20,20,17,18,18,17,18,18,15,18,19,19,19,21,21,21,21,20,21,21,21,21,21,18,19,19,18,20,20,21,22,22,22,22,21,16,16,16,16,15,15,12,15,16,17,19,19,20,22,22,23,24,24,22,16,16,15,15,16,18,17,16,20,19,20,23,25,26,26,23,24,24,20,23,23,23,23,22,23,24,25,25,18,21,22,22,20,21,24,24,24,23,24,27,29,29,29,30,30,27,27,17,19,20,20,19,17,11,14,14,14,16,16,16,17,17,15,15,15,15,15,16,16,16,10,12,12,12,13,14,14,11,11,13,13,14,15,15,11,12,12,12,12,13,14,13,14,15,15,8,10,6,7,8,0,5,8,8,11,12,14,14,14,17,17,16,16,17,17,12,15,16,16,13,15,18,18,17,16,17,18,19,17,13,16,16,16,16,17,18,19,19,13,13,14,15,15,16,16,14,16,16,18,17,18,18,19,20,20,17,19,20,20,20,16,18,21,21,21,21,21,22,15,20,20,20,21,20,21,22,23,23,20,23,22,22,23,24,24,19,20,21,24,24,22,25,18,19,19,20,20,23,20,13,14,16,20,21,20,14
"196",19,19,18,18,19,21,22,22,21,21,16,18,18,18,19,19,16,17,17,16,17,17,14,17,18,18,18,20,20,20,20,19,20,20,20,20,20,17,18,18,17,19,19,20,21,21,21,21,20,15,15,15,15,14,14,11,14,15,16,18,18,19,21,21,22,23,23,21,15,15,14,14,15,17,16,15,19,18,19,22,24,25,25,22,23,23,19,22,22,22,22,21,22,23,24,24,17,20,21,21,19,20,23,23,23,22,23,26,28,28,28,29,29,26,26,16,18,19,19,18,16,10,13,13,13,15,15,15,16,16,14,14,14,14,14,15,15,15,9,11,11,11,12,13,13,10,10,12,12,13,14,14,10,11,11,11,11,12,13,12,13,14,14,7,9,5,6,7,5,0,5,5,10,11,13,13,13,16,16,15,15,16,16,11,14,15,15,12,14,17,17,16,15,16,17,18,16,12,15,15,15,15,16,17,18,18,12,12,13,14,14,15,15,13,15,15,17,16,17,17,18,19,19,16,18,19,19,19,15,17,20,20,20,20,20,21,14,19,19,19,20,19,20,21,22,22,19,22,21,21,22,23,23,18,19,20,23,23,21,24,17,18,18,19,19,22,19,12,13,15,19,20,19,13
"199",22,22,21,21,22,24,25,25,24,24,19,21,21,21,22,22,19,20,20,19,20,20,17,20,21,21,21,23,23,23,23,22,23,23,23,23,23,20,21,21,20,22,22,23,24,24,24,24,23,18,18,18,18,17,17,14,17,18,19,21,21,22,24,24,25,26,26,24,18,18,17,17,18,20,19,18,22,21,22,25,27,28,28,25,26,26,22,25,25,25,25,24,25,26,27,27,20,23,24,24,22,23,26,26,26,25,26,29,31,31,31,32,32,29,29,19,21,22,22,21,19,13,16,16,16,18,18,18,19,19,17,17,17,17,17,18,18,18,12,14,14,14,15,16,16,13,13,15,15,16,17,17,13,14,14,14,14,15,16,15,16,17,17,10,12,8,9,10,8,5,0,2,13,14,16,16,16,19,19,18,18,19,19,14,17,18,18,15,17,20,20,19,18,19,20,21,19,15,18,18,18,18,19,20,21,21,15,15,16,17,17,18,18,16,18,18,20,19,20,20,21,22,22,19,21,22,22,22,18,20,23,23,23,23,23,24,17,22,22,22,23,22,23,24,25,25,22,25,24,24,25,26,26,21,22,23,26,26,24,27,20,21,21,22,22,25,22,15,16,18,22,23,22,16
"200",22,22,21,21,22,24,25,25,24,24,19,21,21,21,22,22,19,20,20,19,20,20,17,20,21,21,21,23,23,23,23,22,23,23,23,23,23,20,21,21,20,22,22,23,24,24,24,24,23,18,18,18,18,17,17,14,17,18,19,21,21,22,24,24,25,26,26,24,18,18,17,17,18,20,19,18,22,21,22,25,27,28,28,25,26,26,22,25,25,25,25,24,25,26,27,27,20,23,24,24,22,23,26,26,26,25,26,29,31,31,31,32,32,29,29,19,21,22,22,21,19,13,16,16,16,18,18,18,19,19,17,17,17,17,17,18,18,18,12,14,14,14,15,16,16,13,13,15,15,16,17,17,13,14,14,14,14,15,16,15,16,17,17,10,12,8,9,10,8,5,2,0,13,14,16,16,16,19,19,18,18,19,19,14,17,18,18,15,17,20,20,19,18,19,20,21,19,15,18,18,18,18,19,20,21,21,15,15,16,17,17,18,18,16,18,18,20,19,20,20,21,22,22,19,21,22,22,22,18,20,23,23,23,23,23,24,17,22,22,22,23,22,23,24,25,25,22,25,24,24,25,26,26,21,22,23,26,26,24,27,20,21,21,22,22,25,22,15,16,18,22,23,22,16
"201",17,17,16,16,17,19,20,20,19,19,14,16,16,16,17,17,14,15,15,14,15,15,12,15,16,16,16,18,18,18,18,17,18,18,18,18,18,15,16,16,15,17,17,18,19,19,19,19,18,13,13,13,13,12,12,9,12,13,14,16,16,17,19,19,20,21,21,19,13,13,12,12,13,15,14,13,17,16,17,20,22,23,23,20,21,21,17,20,20,20,20,19,20,21,22,22,15,18,19,19,17,18,21,21,21,20,21,24,26,26,26,27,27,24,24,14,16,17,17,16,14,8,11,11,11,13,13,13,14,14,12,12,12,12,12,13,13,13,9,11,11,11,12,13,13,10,10,12,12,13,14,14,10,11,11,11,11,12,13,12,13,14,14,9,11,9,10,11,11,10,13,13,0,3,5,5,5,8,8,7,7,8,8,5,8,9,9,6,8,11,11,10,9,10,11,12,10,6,9,9,9,9,10,11,12,12,8,8,9,10,10,11,11,9,11,11,13,12,13,13,14,15,15,12,14,15,15,15,11,13,16,16,16,16,16,17,10,15,15,15,16,15,16,17,18,18,15,18,17,17,18,19,19,14,15,16,19,19,17,20,13,14,14,15,15,18,15,10,11,13,17,18,17,11
"202",18,18,17,17,18,20,21,21,20,20,15,17,17,17,18,18,15,16,16,15,16,16,13,16,17,17,17,19,19,19,19,18,19,19,19,19,19,16,17,17,16,18,18,19,20,20,20,20,19,14,14,14,14,13,13,10,13,14,15,17,17,18,20,20,21,22,22,20,14,14,13,13,14,16,15,14,18,17,18,21,23,24,24,21,22,22,18,21,21,21,21,20,21,22,23,23,16,19,20,20,18,19,22,22,22,21,22,25,27,27,27,28,28,25,25,15,17,18,18,17,15,9,12,12,12,14,14,14,15,15,13,13,13,13,13,14,14,14,10,12,12,12,13,14,14,11,11,13,13,14,15,15,11,12,12,12,12,13,14,13,14,15,15,10,12,10,11,12,12,11,14,14,3,0,4,4,4,7,7,6,6,7,7,6,9,10,10,7,9,12,12,11,10,11,12,13,11,7,10,10,10,10,11,12,13,13,9,9,10,11,11,12,12,10,12,12,14,13,14,14,15,16,16,13,15,16,16,16,12,14,17,17,17,17,17,18,11,16,16,16,17,16,17,18,19,19,16,19,18,18,19,20,20,15,16,17,20,20,18,21,14,15,15,16,16,19,16,11,12,14,18,19,18,12
"203",20,20,19,19,20,22,23,23,22,22,17,19,19,19,20,20,17,18,18,17,18,18,15,18,19,19,19,21,21,21,21,20,21,21,21,21,21,18,19,19,18,20,20,21,22,22,22,22,21,16,16,16,16,15,15,12,15,16,17,19,19,20,22,22,23,24,24,22,16,16,15,15,16,18,17,16,20,19,20,23,25,26,26,23,24,24,20,23,23,23,23,22,23,24,25,25,18,21,22,22,20,21,24,24,24,23,24,27,29,29,29,30,30,27,27,17,19,20,20,19,17,11,14,14,14,16,16,16,17,17,15,15,15,15,15,16,16,16,12,14,14,14,15,16,16,13,13,15,15,16,17,17,13,14,14,14,14,15,16,15,16,17,17,12,14,12,13,14,14,13,16,16,5,4,0,2,4,7,7,6,6,7,7,8,11,12,12,9,11,14,14,13,12,13,14,15,13,9,12,12,12,12,13,14,15,15,11,11,12,13,13,14,14,12,14,14,16,15,16,16,17,18,18,15,17,18,18,18,14,16,19,19,19,19,19,20,13,18,18,18,19,18,19,20,21,21,18,21,20,20,21,22,22,17,18,19,22,22,20,23,16,17,17,18,18,21,18,13,14,16,20,21,20,14
"204",20,20,19,19,20,22,23,23,22,22,17,19,19,19,20,20,17,18,18,17,18,18,15,18,19,19,19,21,21,21,21,20,21,21,21,21,21,18,19,19,18,20,20,21,22,22,22,22,21,16,16,16,16,15,15,12,15,16,17,19,19,20,22,22,23,24,24,22,16,16,15,15,16,18,17,16,20,19,20,23,25,26,26,23,24,24,20,23,23,23,23,22,23,24,25,25,18,21,22,22,20,21,24,24,24,23,24,27,29,29,29,30,30,27,27,17,19,20,20,19,17,11,14,14,14,16,16,16,17,17,15,15,15,15,15,16,16,16,12,14,14,14,15,16,16,13,13,15,15,16,17,17,13,14,14,14,14,15,16,15,16,17,17,12,14,12,13,14,14,13,16,16,5,4,2,0,4,7,7,6,6,7,7,8,11,12,12,9,11,14,14,13,12,13,14,15,13,9,12,12,12,12,13,14,15,15,11,11,12,13,13,14,14,12,14,14,16,15,16,16,17,18,18,15,17,18,18,18,14,16,19,19,19,19,19,20,13,18,18,18,19,18,19,20,21,21,18,21,20,20,21,22,22,17,18,19,22,22,20,23,16,17,17,18,18,21,18,13,14,16,20,21,20,14
"205",20,20,19,19,20,22,23,23,22,22,17,19,19,19,20,20,17,18,18,17,18,18,15,18,19,19,19,21,21,21,21,20,21,21,21,21,21,18,19,19,18,20,20,21,22,22,22,22,21,16,16,16,16,15,15,12,15,16,17,19,19,20,22,22,23,24,24,22,16,16,15,15,16,18,17,16,20,19,20,23,25,26,26,23,24,24,20,23,23,23,23,22,23,24,25,25,18,21,22,22,20,21,24,24,24,23,24,27,29,29,29,30,30,27,27,17,19,20,20,19,17,11,14,14,14,16,16,16,17,17,15,15,15,15,15,16,16,16,12,14,14,14,15,16,16,13,13,15,15,16,17,17,13,14,14,14,14,15,16,15,16,17,17,12,14,12,13,14,14,13,16,16,5,4,4,4,0,5,5,4,4,5,5,8,11,12,12,9,11,14,14,13,12,13,14,15,13,9,12,12,12,12,13,14,15,15,11,11,12,13,13,14,14,12,14,14,16,15,16,16,17,18,18,15,17,18,18,18,14,16,19,19,19,19,19,20,13,18,18,18,19,18,19,20,21,21,18,21,20,20,21,22,22,17,18,19,22,22,20,23,16,17,17,18,18,21,18,13,14,16,20,21,20,14
